Time differences of all IDs

data structure: (cam 1, id 1), (cam 2, id 2), (time diff)
((13, 13), (14, 9 ), (14))
((13, 14), (14, 10 ), (13))
((13, 14), (14, 17 ), (190))
((13, 14), (14, 18 ), (200))
((13, 14), (14, 19 ), (198))
((13, 14), (14, 20 ), (213))
((13, 14), (14, 22 ), (217))
((13, 14), (14, 24 ), (267))
((13, 14), (14, 25 ), (261))
((13, 14), (14, 26 ), (274))
((13, 14), (14, 29 ), (292))
((13, 14), (14, 3 ), (13))
((13, 14), (14, 31 ), (329))
((13, 14), (14, 32 ), (336))
((13, 14), (14, 33 ), (351))
((13, 14), (14, 38 ), (408))
((13, 14), (14, 42 ), (416))
((13, 14), (14, 46 ), (433))
((13, 14), (14, 47 ), (444))
((13, 14), (14, 49 ), (461))
((13, 14), (14, 9 ), (14))
((13, 15), (14, 10 ), (24))
((13, 15), (14, 17 ), (179))
((13, 15), (14, 18 ), (189))
((13, 15), (14, 19 ), (187))
((13, 15), (14, 20 ), (202))
((13, 15), (14, 22 ), (206))
((13, 15), (14, 24 ), (256))
((13, 15), (14, 25 ), (250))
((13, 15), (14, 26 ), (263))
((13, 15), (14, 29 ), (281))
((13, 15), (14, 3 ), (24))
((13, 15), (14, 31 ), (318))
((13, 15), (14, 32 ), (325))
((13, 15), (14, 33 ), (340))
((13, 15), (14, 38 ), (397))
((13, 15), (14, 42 ), (405))
((13, 15), (14, 46 ), (422))
((13, 15), (14, 47 ), (433))
((13, 15), (14, 49 ), (450))
((13, 15), (14, 9 ), (25))
((13, 16), (14, 10 ), (38))
((13, 16), (14, 17 ), (165))
((13, 16), (14, 18 ), (175))
((13, 16), (14, 19 ), (173))
((13, 16), (14, 20 ), (188))
((13, 16), (14, 22 ), (192))
((13, 16), (14, 24 ), (242))
((13, 16), (14, 25 ), (236))
((13, 16), (14, 26 ), (249))
((13, 16), (14, 29 ), (267))
((13, 16), (14, 3 ), (38))
((13, 16), (14, 31 ), (304))
((13, 16), (14, 32 ), (311))
((13, 16), (14, 33 ), (326))
((13, 16), (14, 38 ), (383))
((13, 16), (14, 42 ), (391))
((13, 16), (14, 46 ), (408))
((13, 16), (14, 47 ), (419))
((13, 16), (14, 49 ), (436))
((13, 16), (14, 9 ), (39))
((13, 17), (14, 10 ), (153))
((13, 17), (14, 17 ), (50))
((13, 17), (14, 18 ), (60))
((13, 17), (14, 19 ), (58))
((13, 17), (14, 20 ), (73))
((13, 17), (14, 22 ), (77))
((13, 17), (14, 24 ), (127))
((13, 17), (14, 25 ), (121))
((13, 17), (14, 26 ), (134))
((13, 17), (14, 29 ), (152))
((13, 17), (14, 3 ), (153))
((13, 17), (14, 31 ), (189))
((13, 17), (14, 32 ), (196))
((13, 17), (14, 33 ), (211))
((13, 17), (14, 38 ), (268))
((13, 17), (14, 42 ), (276))
((13, 17), (14, 46 ), (293))
((13, 17), (14, 47 ), (304))
((13, 17), (14, 49 ), (321))
((13, 17), (14, 9 ), (154))
((13, 18), (14, 10 ), (164))
((13, 18), (14, 17 ), (39))
((13, 18), (14, 18 ), (49))
((13, 18), (14, 19 ), (47))
((13, 18), (14, 20 ), (62))
((13, 18), (14, 22 ), (66))
((13, 18), (14, 24 ), (116))
((13, 18), (14, 25 ), (110))
((13, 18), (14, 26 ), (123))
((13, 18), (14, 29 ), (141))
((13, 18), (14, 3 ), (164))
((13, 18), (14, 31 ), (178))
((13, 18), (14, 32 ), (185))
((13, 18), (14, 33 ), (200))
((13, 18), (14, 38 ), (257))
((13, 18), (14, 42 ), (265))
((13, 18), (14, 46 ), (282))
((13, 18), (14, 47 ), (293))
((13, 18), (14, 49 ), (310))
((13, 18), (14, 9 ), (165))
((13, 19), (14, 10 ), (198))
((13, 19), (14, 17 ), (5))
((13, 19), (14, 18 ), (15))
((13, 19), (14, 19 ), (13))
((13, 19), (14, 20 ), (28))
((13, 19), (14, 22 ), (32))
((13, 19), (14, 24 ), (82))
((13, 19), (14, 25 ), (76))
((13, 19), (14, 26 ), (89))
((13, 19), (14, 29 ), (107))
((13, 19), (14, 3 ), (198))
((13, 19), (14, 31 ), (144))
((13, 19), (14, 32 ), (151))
((13, 19), (14, 33 ), (166))
((13, 19), (14, 38 ), (223))
((13, 19), (14, 42 ), (231))
((13, 19), (14, 46 ), (248))
((13, 19), (14, 47 ), (259))
((13, 19), (14, 49 ), (276))
((13, 19), (14, 9 ), (199))
((13, 2), (14, 10 ), (143))
((13, 2), (14, 17 ), (346))
((13, 2), (14, 18 ), (356))
((13, 2), (14, 19 ), (354))
((13, 2), (14, 20 ), (369))
((13, 2), (14, 22 ), (373))
((13, 2), (14, 24 ), (423))
((13, 2), (14, 25 ), (417))
((13, 2), (14, 26 ), (430))
((13, 2), (14, 29 ), (448))
((13, 2), (14, 3 ), (143))
((13, 2), (14, 31 ), (485))
((13, 2), (14, 32 ), (492))
((13, 2), (14, 33 ), (507))
((13, 2), (14, 38 ), (564))
((13, 2), (14, 42 ), (572))
((13, 2), (14, 46 ), (589))
((13, 2), (14, 47 ), (600))
((13, 2), (14, 49 ), (617))
((13, 2), (14, 9 ), (142))
((13, 20), (14, 10 ), (272))
((13, 20), (14, 17 ), (69))
((13, 20), (14, 18 ), (59))
((13, 20), (14, 19 ), (61))
((13, 20), (14, 20 ), (46))
((13, 20), (14, 22 ), (42))
((13, 20), (14, 24 ), (8))
((13, 20), (14, 25 ), (2))
((13, 20), (14, 26 ), (15))
((13, 20), (14, 29 ), (33))
((13, 20), (14, 3 ), (272))
((13, 20), (14, 31 ), (70))
((13, 20), (14, 32 ), (77))
((13, 20), (14, 33 ), (92))
((13, 20), (14, 38 ), (149))
((13, 20), (14, 42 ), (157))
((13, 20), (14, 46 ), (174))
((13, 20), (14, 47 ), (185))
((13, 20), (14, 49 ), (202))
((13, 20), (14, 9 ), (273))
((13, 21), (14, 10 ), (287))
((13, 21), (14, 17 ), (84))
((13, 21), (14, 18 ), (74))
((13, 21), (14, 19 ), (76))
((13, 21), (14, 20 ), (61))
((13, 21), (14, 22 ), (57))
((13, 21), (14, 24 ), (7))
((13, 21), (14, 25 ), (13))
((13, 21), (14, 26 ), (13))
((13, 21), (14, 29 ), (18))
((13, 21), (14, 3 ), (287))
((13, 21), (14, 31 ), (55))
((13, 21), (14, 32 ), (62))
((13, 21), (14, 33 ), (77))
((13, 21), (14, 38 ), (134))
((13, 21), (14, 42 ), (142))
((13, 21), (14, 46 ), (159))
((13, 21), (14, 47 ), (170))
((13, 21), (14, 49 ), (187))
((13, 21), (14, 9 ), (288))
((13, 22), (14, 10 ), (326))
((13, 22), (14, 17 ), (123))
((13, 22), (14, 18 ), (113))
((13, 22), (14, 19 ), (115))
((13, 22), (14, 20 ), (100))
((13, 22), (14, 22 ), (96))
((13, 22), (14, 24 ), (46))
((13, 22), (14, 25 ), (52))
((13, 22), (14, 26 ), (39))
((13, 22), (14, 29 ), (21))
((13, 22), (14, 3 ), (326))
((13, 22), (14, 31 ), (16))
((13, 22), (14, 32 ), (23))
((13, 22), (14, 33 ), (38))
((13, 22), (14, 38 ), (95))
((13, 22), (14, 42 ), (103))
((13, 22), (14, 46 ), (120))
((13, 22), (14, 47 ), (131))
((13, 22), (14, 49 ), (148))
((13, 22), (14, 9 ), (327))
((13, 23), (14, 10 ), (343))
((13, 23), (14, 17 ), (140))
((13, 23), (14, 18 ), (130))
((13, 23), (14, 19 ), (132))
((13, 23), (14, 20 ), (117))
((13, 23), (14, 22 ), (113))
((13, 23), (14, 24 ), (63))
((13, 23), (14, 25 ), (69))
((13, 23), (14, 26 ), (56))
((13, 23), (14, 29 ), (38))
((13, 23), (14, 3 ), (343))
((13, 23), (14, 31 ), (1))
((13, 23), (14, 32 ), (6))
((13, 23), (14, 33 ), (21))
((13, 23), (14, 38 ), (78))
((13, 23), (14, 42 ), (86))
((13, 23), (14, 46 ), (103))
((13, 23), (14, 47 ), (114))
((13, 23), (14, 49 ), (131))
((13, 23), (14, 9 ), (344))
((13, 24), (14, 10 ), (334))
((13, 24), (14, 17 ), (131))
((13, 24), (14, 18 ), (121))
((13, 24), (14, 19 ), (123))
((13, 24), (14, 20 ), (108))
((13, 24), (14, 22 ), (104))
((13, 24), (14, 24 ), (54))
((13, 24), (14, 25 ), (60))
((13, 24), (14, 26 ), (47))
((13, 24), (14, 29 ), (29))
((13, 24), (14, 3 ), (334))
((13, 24), (14, 31 ), (8))
((13, 24), (14, 32 ), (15))
((13, 24), (14, 33 ), (30))
((13, 24), (14, 38 ), (87))
((13, 24), (14, 42 ), (95))
((13, 24), (14, 46 ), (112))
((13, 24), (14, 47 ), (123))
((13, 24), (14, 49 ), (140))
((13, 24), (14, 9 ), (335))
((13, 25), (14, 10 ), (355))
((13, 25), (14, 17 ), (152))
((13, 25), (14, 18 ), (142))
((13, 25), (14, 19 ), (144))
((13, 25), (14, 20 ), (129))
((13, 25), (14, 22 ), (125))
((13, 25), (14, 24 ), (75))
((13, 25), (14, 25 ), (81))
((13, 25), (14, 26 ), (68))
((13, 25), (14, 29 ), (50))
((13, 25), (14, 3 ), (355))
((13, 25), (14, 31 ), (13))
((13, 25), (14, 32 ), (6))
((13, 25), (14, 33 ), (9))
((13, 25), (14, 38 ), (66))
((13, 25), (14, 42 ), (74))
((13, 25), (14, 46 ), (91))
((13, 25), (14, 47 ), (102))
((13, 25), (14, 49 ), (119))
((13, 25), (14, 9 ), (356))
((13, 26), (14, 10 ), (356))
((13, 26), (14, 17 ), (153))
((13, 26), (14, 18 ), (143))
((13, 26), (14, 19 ), (145))
((13, 26), (14, 20 ), (130))
((13, 26), (14, 22 ), (126))
((13, 26), (14, 24 ), (76))
((13, 26), (14, 25 ), (82))
((13, 26), (14, 26 ), (69))
((13, 26), (14, 29 ), (51))
((13, 26), (14, 3 ), (356))
((13, 26), (14, 31 ), (14))
((13, 26), (14, 32 ), (7))
((13, 26), (14, 33 ), (8))
((13, 26), (14, 38 ), (65))
((13, 26), (14, 42 ), (73))
((13, 26), (14, 46 ), (90))
((13, 26), (14, 47 ), (101))
((13, 26), (14, 49 ), (118))
((13, 26), (14, 9 ), (357))
((13, 27), (14, 10 ), (415))
((13, 27), (14, 17 ), (212))
((13, 27), (14, 18 ), (202))
((13, 27), (14, 19 ), (204))
((13, 27), (14, 20 ), (189))
((13, 27), (14, 22 ), (185))
((13, 27), (14, 24 ), (135))
((13, 27), (14, 25 ), (141))
((13, 27), (14, 26 ), (128))
((13, 27), (14, 29 ), (110))
((13, 27), (14, 3 ), (415))
((13, 27), (14, 31 ), (73))
((13, 27), (14, 32 ), (66))
((13, 27), (14, 33 ), (51))
((13, 27), (14, 38 ), (6))
((13, 27), (14, 42 ), (14))
((13, 27), (14, 46 ), (31))
((13, 27), (14, 47 ), (42))
((13, 27), (14, 49 ), (59))
((13, 27), (14, 9 ), (416))
((13, 28), (14, 10 ), (429))
((13, 28), (14, 17 ), (226))
((13, 28), (14, 18 ), (216))
((13, 28), (14, 19 ), (218))
((13, 28), (14, 20 ), (203))
((13, 28), (14, 22 ), (199))
((13, 28), (14, 24 ), (149))
((13, 28), (14, 25 ), (155))
((13, 28), (14, 26 ), (142))
((13, 28), (14, 29 ), (124))
((13, 28), (14, 3 ), (429))
((13, 28), (14, 31 ), (87))
((13, 28), (14, 32 ), (80))
((13, 28), (14, 33 ), (65))
((13, 28), (14, 38 ), (8))
((13, 28), (14, 42 ), (8))
((13, 28), (14, 46 ), (17))
((13, 28), (14, 47 ), (28))
((13, 28), (14, 49 ), (45))
((13, 28), (14, 9 ), (430))
((13, 29), (14, 10 ), (429))
((13, 29), (14, 17 ), (226))
((13, 29), (14, 18 ), (216))
((13, 29), (14, 19 ), (218))
((13, 29), (14, 20 ), (203))
((13, 29), (14, 22 ), (199))
((13, 29), (14, 24 ), (149))
((13, 29), (14, 25 ), (155))
((13, 29), (14, 26 ), (142))
((13, 29), (14, 29 ), (124))
((13, 29), (14, 3 ), (429))
((13, 29), (14, 31 ), (87))
((13, 29), (14, 32 ), (80))
((13, 29), (14, 33 ), (65))
((13, 29), (14, 38 ), (8))
((13, 29), (14, 42 ), (8))
((13, 29), (14, 46 ), (17))
((13, 29), (14, 47 ), (28))
((13, 29), (14, 49 ), (45))
((13, 29), (14, 9 ), (430))
((13, 3), (14, 10 ), (105))
((13, 3), (14, 17 ), (308))
((13, 3), (14, 18 ), (318))
((13, 3), (14, 19 ), (316))
((13, 3), (14, 20 ), (331))
((13, 3), (14, 22 ), (335))
((13, 3), (14, 24 ), (385))
((13, 3), (14, 25 ), (379))
((13, 3), (14, 26 ), (392))
((13, 3), (14, 29 ), (410))
((13, 3), (14, 3 ), (105))
((13, 3), (14, 31 ), (447))
((13, 3), (14, 32 ), (454))
((13, 3), (14, 33 ), (469))
((13, 3), (14, 38 ), (526))
((13, 3), (14, 42 ), (534))
((13, 3), (14, 46 ), (551))
((13, 3), (14, 47 ), (562))
((13, 3), (14, 49 ), (579))
((13, 3), (14, 9 ), (104))
((13, 30), (14, 10 ), (439))
((13, 30), (14, 17 ), (236))
((13, 30), (14, 18 ), (226))
((13, 30), (14, 19 ), (228))
((13, 30), (14, 20 ), (213))
((13, 30), (14, 22 ), (209))
((13, 30), (14, 24 ), (159))
((13, 30), (14, 25 ), (165))
((13, 30), (14, 26 ), (152))
((13, 30), (14, 29 ), (134))
((13, 30), (14, 3 ), (439))
((13, 30), (14, 31 ), (97))
((13, 30), (14, 32 ), (90))
((13, 30), (14, 33 ), (75))
((13, 30), (14, 38 ), (18))
((13, 30), (14, 42 ), (10))
((13, 30), (14, 46 ), (7))
((13, 30), (14, 47 ), (18))
((13, 30), (14, 49 ), (35))
((13, 30), (14, 9 ), (440))
((13, 31), (14, 10 ), (441))
((13, 31), (14, 17 ), (238))
((13, 31), (14, 18 ), (228))
((13, 31), (14, 19 ), (230))
((13, 31), (14, 20 ), (215))
((13, 31), (14, 22 ), (211))
((13, 31), (14, 24 ), (161))
((13, 31), (14, 25 ), (167))
((13, 31), (14, 26 ), (154))
((13, 31), (14, 29 ), (136))
((13, 31), (14, 3 ), (441))
((13, 31), (14, 31 ), (99))
((13, 31), (14, 32 ), (92))
((13, 31), (14, 33 ), (77))
((13, 31), (14, 38 ), (20))
((13, 31), (14, 42 ), (12))
((13, 31), (14, 46 ), (5))
((13, 31), (14, 47 ), (16))
((13, 31), (14, 49 ), (33))
((13, 31), (14, 9 ), (442))
((13, 32), (14, 10 ), (475))
((13, 32), (14, 17 ), (272))
((13, 32), (14, 18 ), (262))
((13, 32), (14, 19 ), (264))
((13, 32), (14, 20 ), (249))
((13, 32), (14, 22 ), (245))
((13, 32), (14, 24 ), (195))
((13, 32), (14, 25 ), (201))
((13, 32), (14, 26 ), (188))
((13, 32), (14, 29 ), (170))
((13, 32), (14, 3 ), (475))
((13, 32), (14, 31 ), (133))
((13, 32), (14, 32 ), (126))
((13, 32), (14, 33 ), (111))
((13, 32), (14, 38 ), (54))
((13, 32), (14, 42 ), (46))
((13, 32), (14, 46 ), (29))
((13, 32), (14, 47 ), (18))
((13, 32), (14, 49 ), (1))
((13, 32), (14, 9 ), (476))
((13, 33), (14, 10 ), (463))
((13, 33), (14, 17 ), (260))
((13, 33), (14, 18 ), (250))
((13, 33), (14, 19 ), (252))
((13, 33), (14, 20 ), (237))
((13, 33), (14, 22 ), (233))
((13, 33), (14, 24 ), (183))
((13, 33), (14, 25 ), (189))
((13, 33), (14, 26 ), (176))
((13, 33), (14, 29 ), (158))
((13, 33), (14, 3 ), (463))
((13, 33), (14, 31 ), (121))
((13, 33), (14, 32 ), (114))
((13, 33), (14, 33 ), (99))
((13, 33), (14, 38 ), (42))
((13, 33), (14, 42 ), (34))
((13, 33), (14, 46 ), (17))
((13, 33), (14, 47 ), (6))
((13, 33), (14, 49 ), (11))
((13, 33), (14, 9 ), (464))
((13, 34), (14, 10 ), (464))
((13, 34), (14, 17 ), (261))
((13, 34), (14, 18 ), (251))
((13, 34), (14, 19 ), (253))
((13, 34), (14, 20 ), (238))
((13, 34), (14, 22 ), (234))
((13, 34), (14, 24 ), (184))
((13, 34), (14, 25 ), (190))
((13, 34), (14, 26 ), (177))
((13, 34), (14, 29 ), (159))
((13, 34), (14, 3 ), (464))
((13, 34), (14, 31 ), (122))
((13, 34), (14, 32 ), (115))
((13, 34), (14, 33 ), (100))
((13, 34), (14, 38 ), (43))
((13, 34), (14, 42 ), (35))
((13, 34), (14, 46 ), (18))
((13, 34), (14, 47 ), (7))
((13, 34), (14, 49 ), (10))
((13, 34), (14, 9 ), (465))
((13, 35), (14, 10 ), (476))
((13, 35), (14, 17 ), (273))
((13, 35), (14, 18 ), (263))
((13, 35), (14, 19 ), (265))
((13, 35), (14, 20 ), (250))
((13, 35), (14, 22 ), (246))
((13, 35), (14, 24 ), (196))
((13, 35), (14, 25 ), (202))
((13, 35), (14, 26 ), (189))
((13, 35), (14, 29 ), (171))
((13, 35), (14, 3 ), (476))
((13, 35), (14, 31 ), (134))
((13, 35), (14, 32 ), (127))
((13, 35), (14, 33 ), (112))
((13, 35), (14, 38 ), (55))
((13, 35), (14, 42 ), (47))
((13, 35), (14, 46 ), (30))
((13, 35), (14, 47 ), (19))
((13, 35), (14, 49 ), (2))
((13, 35), (14, 9 ), (477))
((13, 4), (14, 10 ), (103))
((13, 4), (14, 17 ), (306))
((13, 4), (14, 18 ), (316))
((13, 4), (14, 19 ), (314))
((13, 4), (14, 20 ), (329))
((13, 4), (14, 22 ), (333))
((13, 4), (14, 24 ), (383))
((13, 4), (14, 25 ), (377))
((13, 4), (14, 26 ), (390))
((13, 4), (14, 29 ), (408))
((13, 4), (14, 3 ), (103))
((13, 4), (14, 31 ), (445))
((13, 4), (14, 32 ), (452))
((13, 4), (14, 33 ), (467))
((13, 4), (14, 38 ), (524))
((13, 4), (14, 42 ), (532))
((13, 4), (14, 46 ), (549))
((13, 4), (14, 47 ), (560))
((13, 4), (14, 49 ), (577))
((13, 4), (14, 9 ), (102))
((13, 5), (14, 10 ), (97))
((13, 5), (14, 17 ), (300))
((13, 5), (14, 18 ), (310))
((13, 5), (14, 19 ), (308))
((13, 5), (14, 20 ), (323))
((13, 5), (14, 22 ), (327))
((13, 5), (14, 24 ), (377))
((13, 5), (14, 25 ), (371))
((13, 5), (14, 26 ), (384))
((13, 5), (14, 29 ), (402))
((13, 5), (14, 3 ), (97))
((13, 5), (14, 31 ), (439))
((13, 5), (14, 32 ), (446))
((13, 5), (14, 33 ), (461))
((13, 5), (14, 38 ), (518))
((13, 5), (14, 42 ), (526))
((13, 5), (14, 46 ), (543))
((13, 5), (14, 47 ), (554))
((13, 5), (14, 49 ), (571))
((13, 5), (14, 9 ), (96))
((13, 6), (14, 10 ), (81))
((13, 6), (14, 17 ), (284))
((13, 6), (14, 18 ), (294))
((13, 6), (14, 19 ), (292))
((13, 6), (14, 20 ), (307))
((13, 6), (14, 22 ), (311))
((13, 6), (14, 24 ), (361))
((13, 6), (14, 25 ), (355))
((13, 6), (14, 26 ), (368))
((13, 6), (14, 29 ), (386))
((13, 6), (14, 3 ), (81))
((13, 6), (14, 31 ), (423))
((13, 6), (14, 32 ), (430))
((13, 6), (14, 33 ), (445))
((13, 6), (14, 38 ), (502))
((13, 6), (14, 42 ), (510))
((13, 6), (14, 46 ), (527))
((13, 6), (14, 47 ), (538))
((13, 6), (14, 49 ), (555))
((13, 6), (14, 9 ), (80))
((13, 7), (14, 10 ), (81))
((13, 7), (14, 17 ), (284))
((13, 7), (14, 18 ), (294))
((13, 7), (14, 19 ), (292))
((13, 7), (14, 20 ), (307))
((13, 7), (14, 22 ), (311))
((13, 7), (14, 24 ), (361))
((13, 7), (14, 25 ), (355))
((13, 7), (14, 26 ), (368))
((13, 7), (14, 29 ), (386))
((13, 7), (14, 3 ), (81))
((13, 7), (14, 31 ), (423))
((13, 7), (14, 32 ), (430))
((13, 7), (14, 33 ), (445))
((13, 7), (14, 38 ), (502))
((13, 7), (14, 42 ), (510))
((13, 7), (14, 46 ), (527))
((13, 7), (14, 47 ), (538))
((13, 7), (14, 49 ), (555))
((13, 7), (14, 9 ), (80))
((13, 8), (14, 10 ), (77))
((13, 8), (14, 17 ), (280))
((13, 8), (14, 18 ), (290))
((13, 8), (14, 19 ), (288))
((13, 8), (14, 20 ), (303))
((13, 8), (14, 22 ), (307))
((13, 8), (14, 24 ), (357))
((13, 8), (14, 25 ), (351))
((13, 8), (14, 26 ), (364))
((13, 8), (14, 29 ), (382))
((13, 8), (14, 3 ), (77))
((13, 8), (14, 31 ), (419))
((13, 8), (14, 32 ), (426))
((13, 8), (14, 33 ), (441))
((13, 8), (14, 38 ), (498))
((13, 8), (14, 42 ), (506))
((13, 8), (14, 46 ), (523))
((13, 8), (14, 47 ), (534))
((13, 8), (14, 49 ), (551))
((13, 8), (14, 9 ), (76))
((13, 9), (14, 10 ), (35))
((13, 9), (14, 17 ), (238))
((13, 9), (14, 18 ), (248))
((13, 9), (14, 19 ), (246))
((13, 9), (14, 20 ), (261))
((13, 9), (14, 22 ), (265))
((13, 9), (14, 24 ), (315))
((13, 9), (14, 25 ), (309))
((13, 9), (14, 26 ), (322))
((13, 9), (14, 29 ), (340))
((13, 9), (14, 3 ), (35))
((13, 9), (14, 31 ), (377))
((13, 9), (14, 32 ), (384))
((13, 9), (14, 33 ), (399))
((13, 9), (14, 38 ), (456))
((13, 9), (14, 42 ), (464))
((13, 9), (14, 46 ), (481))
((13, 9), (14, 47 ), (492))
((13, 9), (14, 49 ), (509))
((13, 9), (14, 9 ), (34))
((14, 10), (15, 11 ), (391))
((14, 10), (15, 12 ), (443))
((14, 10), (15, 14 ), (455))
((14, 10), (15, 15 ), (484))
((14, 10), (15, 2 ), (20))
((14, 10), (15, 4 ), (240))
((14, 10), (15, 5 ), (253))
((14, 10), (15, 6 ), (306))
((14, 10), (15, 7 ), (314))
((14, 10), (15, 8 ), (363))
((14, 10), (15, 9 ), (375))
((14, 10), (17, 12 ), (160))
((14, 10), (17, 14 ), (181))
((14, 10), (17, 16 ), (320))
((14, 10), (17, 17 ), (367))
((14, 10), (17, 18 ), (411))
((14, 10), (17, 19 ), (413))
((14, 10), (17, 2 ), (31))
((14, 10), (17, 20 ), (411))
((14, 10), (17, 21 ), (413))
((14, 10), (17, 3 ), (32))
((14, 10), (17, 4 ), (158))
((14, 10), (17, 5 ), (95))
((14, 10), (17, 8 ), (82))
((14, 10), (18, 1 ), (91))
((14, 10), (18, 2 ), (85))
((14, 10), (18, 3 ), (70))
((14, 10), (18, 4 ), (73))
((14, 10), (18, 5 ), (104))
((14, 10), (18, 7 ), (254))
((14, 10), (18, 8 ), (438))
((14, 10), (18, 9 ), (479))
((14, 17), (15, 11 ), (188))
((14, 17), (15, 12 ), (240))
((14, 17), (15, 14 ), (252))
((14, 17), (15, 15 ), (281))
((14, 17), (15, 2 ), (183))
((14, 17), (15, 4 ), (37))
((14, 17), (15, 5 ), (50))
((14, 17), (15, 6 ), (103))
((14, 17), (15, 7 ), (111))
((14, 17), (15, 8 ), (160))
((14, 17), (15, 9 ), (172))
((14, 17), (17, 12 ), (43))
((14, 17), (17, 14 ), (22))
((14, 17), (17, 16 ), (117))
((14, 17), (17, 17 ), (164))
((14, 17), (17, 18 ), (208))
((14, 17), (17, 19 ), (210))
((14, 17), (17, 2 ), (234))
((14, 17), (17, 20 ), (208))
((14, 17), (17, 21 ), (210))
((14, 17), (17, 3 ), (235))
((14, 17), (17, 4 ), (361))
((14, 17), (17, 5 ), (298))
((14, 17), (17, 8 ), (121))
((14, 17), (18, 1 ), (294))
((14, 17), (18, 2 ), (288))
((14, 17), (18, 3 ), (273))
((14, 17), (18, 4 ), (130))
((14, 17), (18, 5 ), (99))
((14, 17), (18, 7 ), (51))
((14, 17), (18, 8 ), (235))
((14, 17), (18, 9 ), (276))
((14, 18), (15, 11 ), (178))
((14, 18), (15, 12 ), (230))
((14, 18), (15, 14 ), (242))
((14, 18), (15, 15 ), (271))
((14, 18), (15, 2 ), (193))
((14, 18), (15, 4 ), (27))
((14, 18), (15, 5 ), (40))
((14, 18), (15, 6 ), (93))
((14, 18), (15, 7 ), (101))
((14, 18), (15, 8 ), (150))
((14, 18), (15, 9 ), (162))
((14, 18), (17, 12 ), (53))
((14, 18), (17, 14 ), (32))
((14, 18), (17, 16 ), (107))
((14, 18), (17, 17 ), (154))
((14, 18), (17, 18 ), (198))
((14, 18), (17, 19 ), (200))
((14, 18), (17, 2 ), (244))
((14, 18), (17, 20 ), (198))
((14, 18), (17, 21 ), (200))
((14, 18), (17, 3 ), (245))
((14, 18), (17, 4 ), (371))
((14, 18), (17, 5 ), (308))
((14, 18), (17, 8 ), (131))
((14, 18), (18, 1 ), (304))
((14, 18), (18, 2 ), (298))
((14, 18), (18, 3 ), (283))
((14, 18), (18, 4 ), (140))
((14, 18), (18, 5 ), (109))
((14, 18), (18, 7 ), (41))
((14, 18), (18, 8 ), (225))
((14, 18), (18, 9 ), (266))
((14, 19), (15, 11 ), (180))
((14, 19), (15, 12 ), (232))
((14, 19), (15, 14 ), (244))
((14, 19), (15, 15 ), (273))
((14, 19), (15, 2 ), (191))
((14, 19), (15, 4 ), (29))
((14, 19), (15, 5 ), (42))
((14, 19), (15, 6 ), (95))
((14, 19), (15, 7 ), (103))
((14, 19), (15, 8 ), (152))
((14, 19), (15, 9 ), (164))
((14, 19), (17, 12 ), (51))
((14, 19), (17, 14 ), (30))
((14, 19), (17, 16 ), (109))
((14, 19), (17, 17 ), (156))
((14, 19), (17, 18 ), (200))
((14, 19), (17, 19 ), (202))
((14, 19), (17, 2 ), (242))
((14, 19), (17, 20 ), (200))
((14, 19), (17, 21 ), (202))
((14, 19), (17, 3 ), (243))
((14, 19), (17, 4 ), (369))
((14, 19), (17, 5 ), (306))
((14, 19), (17, 8 ), (129))
((14, 19), (18, 1 ), (302))
((14, 19), (18, 2 ), (296))
((14, 19), (18, 3 ), (281))
((14, 19), (18, 4 ), (138))
((14, 19), (18, 5 ), (107))
((14, 19), (18, 7 ), (43))
((14, 19), (18, 8 ), (227))
((14, 19), (18, 9 ), (268))
((14, 20), (15, 11 ), (165))
((14, 20), (15, 12 ), (217))
((14, 20), (15, 14 ), (229))
((14, 20), (15, 15 ), (258))
((14, 20), (15, 2 ), (206))
((14, 20), (15, 4 ), (14))
((14, 20), (15, 5 ), (27))
((14, 20), (15, 6 ), (80))
((14, 20), (15, 7 ), (88))
((14, 20), (15, 8 ), (137))
((14, 20), (15, 9 ), (149))
((14, 20), (17, 12 ), (66))
((14, 20), (17, 14 ), (45))
((14, 20), (17, 16 ), (94))
((14, 20), (17, 17 ), (141))
((14, 20), (17, 18 ), (185))
((14, 20), (17, 19 ), (187))
((14, 20), (17, 2 ), (257))
((14, 20), (17, 20 ), (185))
((14, 20), (17, 21 ), (187))
((14, 20), (17, 3 ), (258))
((14, 20), (17, 4 ), (384))
((14, 20), (17, 5 ), (321))
((14, 20), (17, 8 ), (144))
((14, 20), (18, 1 ), (317))
((14, 20), (18, 2 ), (311))
((14, 20), (18, 3 ), (296))
((14, 20), (18, 4 ), (153))
((14, 20), (18, 5 ), (122))
((14, 20), (18, 7 ), (28))
((14, 20), (18, 8 ), (212))
((14, 20), (18, 9 ), (253))
((14, 22), (15, 11 ), (161))
((14, 22), (15, 12 ), (213))
((14, 22), (15, 14 ), (225))
((14, 22), (15, 15 ), (254))
((14, 22), (15, 2 ), (210))
((14, 22), (15, 4 ), (10))
((14, 22), (15, 5 ), (23))
((14, 22), (15, 6 ), (76))
((14, 22), (15, 7 ), (84))
((14, 22), (15, 8 ), (133))
((14, 22), (15, 9 ), (145))
((14, 22), (17, 12 ), (70))
((14, 22), (17, 14 ), (49))
((14, 22), (17, 16 ), (90))
